iteration,local_LB,local_UB,LB,UB,gap
1,25.0,159,25.0,159,0.843
2,27.0,94,27.0,94,0.713
3,40.5,94,40.5,94,0.569
4,49.667,94,49.667,94,0.472
5,59.917,97,59.917,94,0.363
6,67.3,94,67.3,94,0.284
7,65.633,100,67.3,94,0.284
8,74.0,94,74.0,94,0.213
9,70.673,87,74.0,87,0.149
10,76.405,112,76.405,87,0.122
11,76.155,97,76.405,87,0.122
12,76.301,94,76.405,87,0.122
13,77.277,96,77.277,87,0.112
14,79.766,87,79.766,87,0.083
15,79.802,89,79.802,87,0.083
16,79.452,87,79.802,87,0.083
17,80.655,89,80.655,87,0.073
18,81.72,102,81.72,87,0.061
19,79.83,89,81.72,87,0.061
20,81.165,87,81.72,87,0.061
21,82.147,97,82.147,87,0.056
22,82.234,89,82.234,87,0.055
23,82.053,87,82.234,87,0.055
24,82.428,89,82.428,87,0.053
25,83.07,107,83.07,87,0.045
26,81.416,89,83.07,87,0.045
27,82.729,87,83.07,87,0.045
28,83.36,89,83.36,87,0.042
29,82.567,93,83.36,87,0.042
30,82.266,89,83.36,87,0.042
31,83.115,87,83.36,87,0.042
32,83.394,94,83.394,87,0.041
33,83.471,89,83.471,87,0.041
34,84.004,87,84.004,87,0.034
35,83.801,89,84.004,87,0.034
36,83.781,93,84.004,87,0.034
37,83.12,89,84.004,87,0.034
38,83.955,87,84.004,87,0.034
39,83.98,89,84.004,87,0.034
40,84.203,87,84.203,87,0.032
41,84.56,94,84.56,87,0.028
42,83.055,87,84.56,87,0.028
43,84.261,112,84.56,87,0.028
44,84.098,87,84.56,87,0.028
45,84.311,89,84.56,87,0.028
46,84.454,93,84.56,87,0.028
47,83.402,89,84.56,87,0.028
48,84.816,87,84.816,87,0.025
49,84.524,97,84.816,87,0.025
50,84.717,87,84.816,87,0.025
51,84.572,106,84.816,87,0.025
52,83.923,87,84.816,87,0.025
53,84.913,89,84.913,87,0.024
54,84.485,87,84.913,87,0.024
55,85.045,89,85.045,87,0.022
56,84.875,116,85.045,87,0.022
57,84.177,89,85.045,87,0.022
58,85.044,93,85.045,87,0.022
59,84.218,89,85.045,87,0.022
60,84.825,87,85.045,87,0.022
61,84.857,94,85.045,87,0.022
62,84.541,87,85.045,87,0.022
63,84.916,89,85.045,87,0.022
64,85.203,93,85.203,87,0.021
65,84.215,89,85.203,87,0.021
66,84.992,87,85.203,87,0.021
67,85.226,94,85.226,87,0.02
68,84.523,87,85.226,87,0.02
69,85.142,89,85.226,87,0.02
70,85.111,87,85.226,87,0.02
71,85.292,94,85.292,87,0.02
72,84.74,87,85.292,87,0.02
73,85.199,89,85.292,87,0.02
74,85.242,93,85.292,87,0.02
75,84.86,89,85.292,87,0.02
76,85.177,102,85.292,87,0.02
77,84.957,89,85.292,87,0.02
78,85.31,93,85.31,87,0.019
79,84.768,89,85.31,87,0.019
80,85.31,87,85.31,87,0.019
81,85.227,94,85.31,87,0.019
82,84.819,87,85.31,87,0.019
83,85.646,89,85.646,87,0.016
84,85.315,87,85.646,87,0.016
85,85.549,89,85.646,87,0.016
86,85.343,107,85.646,87,0.016
87,85.101,97,85.646,87,0.016
88,85.176,94,85.646,87,0.016
89,85.487,97,85.646,87,0.016
90,85.028,94,85.646,87,0.016
91,85.395,97,85.646,87,0.016
92,85.406,87,85.646,87,0.016
93,85.517,94,85.646,87,0.016
94,85.129,87,85.646,87,0.016
95,85.629,89,85.646,87,0.016
96,85.478,87,85.646,87,0.016
97,85.763,94,85.763,87,0.014
98,85.078,87,85.763,87,0.014
99,85.482,106,85.763,87,0.014
100,85.549,87,85.763,87,0.014
CPU time: 579.2137191295624
