iteration,local_LB,local_UB,LB,UB,gap
1,44.0,227,44.0,227,0.806
2,-4.0,95,44.0,95,0.537
3,1.0,103,44.0,95,0.537
4,21.0,91,44.0,91,0.516
5,39.333,97,44.0,91,0.516
6,43.05,104,44.0,91,0.516
7,55.75,93,55.75,91,0.387
8,57.838,92,57.838,91,0.364
9,61.949,86,61.949,86,0.28
10,66.507,109,66.507,86,0.227
11,65.568,86,66.507,86,0.227
12,67.477,91,67.477,86,0.215
13,70.593,129,70.593,86,0.179
14,67.13,86,70.593,86,0.179
15,70.941,91,70.941,86,0.175
16,72.233,101,72.233,86,0.16
17,73.877,91,73.877,86,0.141
18,73.637,102,73.877,86,0.141
19,72.379,85,73.877,85,0.131
20,76.316,109,76.316,85,0.102
21,74.406,98,76.316,85,0.102
22,73.943,95,76.316,85,0.102
23,77.089,95,77.089,85,0.093
24,74.649,105,77.089,85,0.093
25,77.112,91,77.112,85,0.093
26,76.54,101,77.112,85,0.093
27,74.651,85,77.112,85,0.093
28,76.634,84,77.112,84,0.082
29,76.488,97,77.112,84,0.082
30,76.815,102,77.112,84,0.082
31,76.541,85,77.112,84,0.082
32,78.361,88,78.361,84,0.067
33,77.635,91,78.361,84,0.067
34,78.946,101,78.946,84,0.06
35,77.975,105,78.946,84,0.06
36,77.408,109,78.946,84,0.06
37,78.458,98,78.946,84,0.06
38,77.973,109,78.946,84,0.06
39,79.122,105,79.122,84,0.058
40,77.555,109,79.122,84,0.058
41,78.774,100,79.122,84,0.058
42,78.757,95,79.122,84,0.058
43,79.547,96,79.547,84,0.053
44,78.596,102,79.547,84,0.053
45,78.415,96,79.547,84,0.053
46,79.627,86,79.627,84,0.052
47,78.262,96,79.627,84,0.052
48,79.179,102,79.627,84,0.052
49,79.149,91,79.627,84,0.052
50,79.631,88,79.631,84,0.052
51,79.087,97,79.631,84,0.052
52,79.727,88,79.727,84,0.051
53,79.116,109,79.727,84,0.051
54,79.048,107,79.727,84,0.051
55,79.136,109,79.727,84,0.051
56,79.359,95,79.727,84,0.051
57,80.004,102,80.004,84,0.048
58,78.993,95,80.004,84,0.048
59,79.847,104,80.004,84,0.048
60,79.527,95,80.004,84,0.048
61,80.348,102,80.348,84,0.043
62,79.195,85,80.348,84,0.043
63,79.809,95,80.348,84,0.043
64,79.483,104,80.348,84,0.043
65,80.143,95,80.348,84,0.043
66,79.736,85,80.348,84,0.043
67,79.989,95,80.348,84,0.043
68,79.567,104,80.348,84,0.043
69,80.101,97,80.348,84,0.043
70,80.073,91,80.348,84,0.043
71,80.217,101,80.348,84,0.043
72,79.879,91,80.348,84,0.043
73,80.609,88,80.609,84,0.04
74,80.115,97,80.609,84,0.04
75,80.336,88,80.609,84,0.04
76,80.041,109,80.609,84,0.04
77,80.207,86,80.609,84,0.04
78,80.208,96,80.609,84,0.04
79,80.269,95,80.609,84,0.04
80,80.854,117,80.854,84,0.037
81,79.654,95,80.854,84,0.037
82,80.774,104,80.854,84,0.037
83,80.254,95,80.854,84,0.037
84,80.454,102,80.854,84,0.037
85,80.157,85,80.854,84,0.037
86,80.666,95,80.854,84,0.037
87,79.877,104,80.854,84,0.037
88,80.746,109,80.854,84,0.037
89,80.424,105,80.854,84,0.037
90,80.285,109,80.854,84,0.037
91,80.471,92,80.854,84,0.037
92,80.9,84,80.9,84,0.037
93,80.682,97,80.9,84,0.037
94,80.483,84,80.9,84,0.037
95,80.647,106,80.9,84,0.037
96,80.126,90,80.9,84,0.037
97,80.968,104,80.968,84,0.036
98,80.508,98,80.968,84,0.036
99,80.458,92,80.968,84,0.036
100,80.925,93,80.968,84,0.036
CPU time: 542.3028621673584
