iteration,local_LB,local_UB,LB,UB,gap
1,14.0,153,14.0,153,0.908
2,-50.0,31,14.0,31,0.548
3,-35.0,54,14.0,31,0.548
4,-20.667,49,14.0,31,0.548
5,-4.167,30,14.0,30,0.533
6,4.5,47,14.0,30,0.533
7,6.783,44,14.0,30,0.533
8,11.65,56,14.0,30,0.533
9,14.87,31,14.87,30,0.504
10,19.648,30,19.648,30,0.345
11,23.318,47,23.318,30,0.223
12,20.692,42,23.318,30,0.223
13,24.338,31,24.338,30,0.189
14,24.088,30,24.338,30,0.189
15,26.263,31,26.263,30,0.125
16,25.578,30,26.263,30,0.125
17,26.406,31,26.406,30,0.12
18,25.937,30,26.406,30,0.12
19,27.091,36,27.091,30,0.097
20,27.122,31,27.122,30,0.096
21,27.022,30,27.122,30,0.096
22,27.457,31,27.457,30,0.085
23,26.99,30,27.457,30,0.085
24,27.897,36,27.897,30,0.07
25,28.165,30,28.165,30,0.061
26,28.121,31,28.165,30,0.061
27,27.476,30,28.165,30,0.061
28,28.308,31,28.308,30,0.056
29,28.423,30,28.423,30,0.053
30,28.651,31,28.651,30,0.045
31,28.277,30,28.651,30,0.045
32,28.555,31,28.651,30,0.045
33,28.895,30,28.895,30,0.037
34,29.021,31,29.021,30,0.033
35,28.445,30,29.021,30,0.033
36,29.113,31,29.113,30,0.03
37,28.88,30,29.113,30,0.03
38,29.115,31,29.115,30,0.03
39,28.921,38,29.115,30,0.03
40,28.12,31,29.115,30,0.03
41,29.193,30,29.193,30,0.027
42,29.07,31,29.193,30,0.027
43,29.008,30,29.193,30,0.027
44,29.329,31,29.329,30,0.022
45,29.453,30,29.453,30,0.018
46,29.276,31,29.453,30,0.018
47,29.323,30,29.453,30,0.018
48,29.445,31,29.453,30,0.018
49,29.466,31,29.466,30,0.018
50,29.471,38,29.471,30,0.018
51,28.75,31,29.471,30,0.018
52,29.272,30,29.471,30,0.018
53,29.534,31,29.534,30,0.016
54,29.604,30,29.604,30,0.013
55,29.506,31,29.604,30,0.013
56,29.571,30,29.604,30,0.013
57,29.629,31,29.629,30,0.012
58,29.703,31,29.703,30,0.01
59,29.656,31,29.703,30,0.01
60,29.683,30,29.703,30,0.01
61,29.817,31,29.817,30,0.006
62,29.544,30,29.817,30,0.006
63,29.785,31,29.817,30,0.006
64,29.794,30,29.817,30,0.006
65,29.815,39,29.817,30,0.006
66,29.061,30,29.817,30,0.006
67,29.748,31,29.817,30,0.006
68,29.779,30,29.817,30,0.006
69,29.825,31,29.825,30,0.006
70,29.63,30,29.825,30,0.006
71,29.965,31,29.965,30,0.001
CPU time: 413.7303194999695
