42	1	165	744	1
42	2	884	206	1
42	3	929	594	0
42	4	208	507	1
42	5	351	279	1
42	6	8	841	1
42	7	763	513	0
42	8	876	59	1
42	9	576	507	1
42	10	416	262	1
42	11	247	437	1
42	12	494	365	0
42	13	305	509	1
42	14	71	815	1
42	15	733	631	1
42	16	360	632	1
42	17	305	162	1
42	18	733	162	1
42	19	556	440	1
42	20	394	327	1
42	21	622	244	1
42	22	409	552	1
42	23	576	739	1
42	24	106	25	1
42	25	665	291	1
42	26	670	792	1
42	27	927	168	0
42	28	833	759	1
42	29	149	563	1
42	30	521	720	1
42	31	52	353	0
42	32	908	261	0
42	33	226	135	1
42	34	790	531	1
42	35	215	833	1
42	36	853	773	0
42	37	117	841	1
42	38	861	102	1
42	39	663	233	1
42	40	391	855	1
42	41	653	606	1
42	42	851	373	1
42	43	306	508	1
42	44	485	842	1
42	45	109	259	1
42	46	400	608	1
42	47	441	136	1
42	48	117	47	0
42	49	406	22	1
42	50	618	883	1
42	51	542	375	1
42	52	643	404	1
42	53	642	131	1
42	54	93	791	1
42	55	308	882	1
42	56	641	719	1
42	57	651	333	1
42	58	255	46	1
42	59	794	788	1
42	60	128	665	1
42	61	89	793	1
42	62	723	542	0
42	63	187	411	1
42	64	789	334	1
42	65	300	101	1
42	66	246	610	1
42	67	447	112	1
42	68	112	459	1
42	69	201	764	1
42	70	194	208	1
42	71	485	463	1
42	72	533	500	1
42	73	463	80	1
42	74	275	492	1
42	75	442	87	1
42	76	859	470	1
42	77	732	606	1
42	78	589	774	1
42	79	183	665	1
42	80	609	587	1
42	81	202	237	1
42	82	617	640	1
42	83	588	637	1
42	84	154	711	1
42	85	766	93	1
42	86	31	380	1
42	87	691	272	1
42	88	790	631	1
42	89	639	928	0
42	90	629	851	1
42	91	133	712	1
42	92	898	171	1
42	93	234	426	1
42	94	634	657	1
42	95	369	397	1
42	96	91	168	1
42	97	94	495	1
42	98	777	49	1
42	99	561	454	1
42	100	178	801	1
42	101	182	404	1
42	102	905	508	1
42	103	111	496	1
42	104	169	871	1
42	105	491	750	1
42	106	51	12	1
42	107	439	305	0
42	108	555	474	1
42	109	277	139	1
42	110	368	490	0
42	111	584	610	1
42	112	682	392	1
42	113	722	781	1
42	114	779	146	1
42	115	831	131	1
42	116	470	90	1
42	117	97	205	1
42	118	882	138	1
42	119	269	16	1
42	120	906	394	1
42	121	203	761	1
42	122	160	335	1
42	123	222	82	1
42	124	175	263	1
42	125	871	393	1
42	126	15	342	1
42	127	840	71	1
42	128	240	1	1
42	129	103	19	1
42	130	80	158	1
42	131	465	389	1
42	132	344	545	0
42	133	361	359	1
42	134	915	25	1
42	135	851	715	1
42	136	819	792	1
42	137	565	885	1
42	138	206	800	1
42	139	105	852	1
42	140	388	211	1
42	141	900	895	1
42	142	319	798	1
42	143	310	907	1
42	144	129	695	1
42	145	239	440	1
42	146	805	729	1
42	147	246	361	1
42	148	521	678	1
42	149	549	443	0
42	150	648	853	1
42	151	379	72	1
42	152	154	12	1
42	153	449	300	1
42	154	870	821	1
42	155	75	123	1
42	156	274	224	1
42	157	124	431	1
42	158	796	368	1
42	159	236	224	1
42	160	88	298	1
42	161	52	212	1
42	162	51	893	0
42	163	9	920	1
42	164	72	873	1
42	165	874	575	1
42	166	281	286	1
42	167	925	603	1
42	168	680	323	1
42	169	388	85	1
42	170	236	925	0
42	171	122	251	0
42	172	136	760	1
42	173	814	558	1
42	174	69	306	0
42	175	55	637	1
42	176	916	814	1
42	177	155	284	1
42	178	497	887	1
42	179	914	848	0
42	180	127	364	1
42	181	167	552	1
42	182	527	821	1
42	183	60	374	1
42	184	607	169	1
42	185	520	247	0
42	186	268	190	1
42	187	64	383	0
42	188	716	245	1
42	189	867	265	1
42	190	630	399	1
42	191	448	789	1
42	192	422	697	1
42	193	503	358	1
42	194	206	1	1
42	195	352	140	1
42	196	502	496	1
42	197	526	340	1
42	198	151	657	1
42	199	544	195	1
42	200	72	636	1
42	201	373	200	1
42	202	450	197	1
42	203	694	793	1
42	204	304	588	0
42	205	729	108	1
42	206	758	535	1
42	207	700	335	1
42	208	909	521	1
42	209	423	108	1
42	210	398	716	1
42	211	619	544	1
42	212	574	461	1
42	213	26	299	1
42	214	452	524	1
42	215	206	512	1
42	216	404	669	0
42	217	270	293	1
42	218	890	931	1
42	219	386	582	0
42	220	3	734	1
42	221	31	871	1
42	222	403	622	1
42	223	220	825	1
42	224	419	490	1
42	225	322	836	1
42	226	891	740	1
42	227	481	571	1
42	228	740	458	1
42	229	844	229	1
42	230	239	928	0
42	231	450	168	1
42	232	740	468	1
42	233	101	791	1
42	234	837	844	1
42	235	756	261	1
42	236	691	99	1
42	237	270	143	1
42	238	267	488	1
42	239	429	1	1
42	240	162	622	1
42	241	742	162	1
