iteration,local_LB,local_UB,LB,UB,gap
1,43.0,170,43.0,170,0.747
2,61.0,107,61.0,107,0.43
3,65.5,114,65.5,107,0.388
4,73.0,107,73.0,107,0.318
5,87.417,107,87.417,107,0.183
6,86.983,107,87.417,107,0.183
7,89.55,107,89.55,107,0.163
8,94.324,107,94.324,107,0.118
9,94.904,107,94.904,107,0.113
10,94.346,107,94.904,107,0.113
11,95.442,107,95.442,107,0.108
12,96.773,102,96.773,102,0.051
13,98.162,107,98.162,102,0.038
14,96.468,102,98.162,102,0.038
15,97.425,107,98.162,102,0.038
16,98.526,102,98.526,102,0.034
17,98.354,107,98.526,102,0.034
18,98.195,102,98.526,102,0.034
19,99.505,107,99.505,102,0.024
20,98.22,102,99.505,102,0.024
21,99.782,105,99.782,102,0.022
22,97.82,102,99.782,102,0.022
23,99.169,107,99.782,102,0.022
24,99.969,102,99.969,102,0.02
25,99.623,105,99.969,102,0.02
26,98.173,102,99.969,102,0.02
27,100.759,102,100.759,102,0.012
28,100.688,107,100.759,102,0.012
29,99.339,102,100.759,102,0.012
30,100.783,107,100.783,102,0.012
31,99.924,102,100.783,102,0.012
32,100.919,102,100.919,102,0.011
33,100.922,107,100.922,102,0.011
34,100.196,102,100.922,102,0.011
35,100.948,107,100.948,102,0.01
36,99.646,102,100.948,102,0.01
37,101.027,102,101.027,102,0.01
38,100.501,107,101.027,102,0.01
39,100.723,102,101.027,102,0.01
40,101.107,102,101.107,102,0.009
41,101.156,102,101.156,102,0.008
42,101.182,102,101.182,102,0.008
43,101.208,102,101.208,102,0.008
44,101.233,102,101.233,102,0.008
45,101.275,102,101.275,102,0.007
46,101.267,107,101.275,102,0.007
47,100.342,102,101.275,102,0.007
48,101.292,102,101.292,102,0.007
49,101.115,107,101.292,102,0.007
50,100.896,102,101.292,102,0.007
51,101.343,102,101.343,102,0.006
52,101.345,102,101.345,102,0.006
53,101.382,102,101.382,102,0.006
54,101.383,102,101.383,102,0.006
55,101.401,107,101.401,102,0.006
56,100.908,102,101.401,102,0.006
57,101.417,102,101.417,102,0.006
58,101.437,102,101.437,102,0.006
59,101.438,102,101.438,102,0.006
60,101.455,102,101.455,102,0.005
61,101.472,102,101.472,102,0.005
62,101.488,102,101.488,102,0.005
63,101.489,102,101.489,102,0.005
64,101.505,102,101.505,102,0.005
CPU time: 339.99334049224854
