iteration,local_LB,local_UB,LB,UB,gap
1,44.0,227,44.0,227,0.806
2,60.0,129,60.0,129,0.535
3,59.0,153,60.0,129,0.535
4,72.0,178,72.0,129,0.442
5,86.167,129,86.167,129,0.332
6,94.633,153,94.633,129,0.266
7,102.9,145,102.9,129,0.202
8,105.5,145,105.5,129,0.182
9,106.942,144,106.942,129,0.171
10,111.107,145,111.107,129,0.139
11,108.54,145,111.107,129,0.139
12,113.898,138,113.898,129,0.117
13,111.723,139,113.898,129,0.117
14,115.262,129,115.262,129,0.106
15,118.457,171,118.457,129,0.082
16,114.38,129,118.457,129,0.082
17,119.219,145,119.219,129,0.076
18,117.414,145,119.219,129,0.076
19,118.857,129,119.219,129,0.076
20,120.695,139,120.695,129,0.064
21,118.351,129,120.695,129,0.064
22,121.107,144,121.107,129,0.061
23,119.338,145,121.107,129,0.061
24,120.215,129,121.107,129,0.061
25,121.908,145,121.908,129,0.055
26,120.416,138,121.908,129,0.055
27,120.845,129,121.908,129,0.055
28,122.729,145,122.729,129,0.049
29,121.557,145,122.729,129,0.049
30,122.082,129,122.729,129,0.049
31,123.485,145,123.485,129,0.043
32,122.483,144,123.485,129,0.043
33,121.342,145,123.485,129,0.043
34,123.264,129,123.485,129,0.043
35,123.98,144,123.98,129,0.039
36,122.782,145,123.98,129,0.039
37,122.846,129,123.98,129,0.039
38,124.309,145,124.309,129,0.036
39,123.234,138,124.309,129,0.036
40,123.032,139,124.309,129,0.036
41,123.828,129,124.309,129,0.036
42,124.408,145,124.408,129,0.036
43,123.712,152,124.408,129,0.036
44,124.244,144,124.408,129,0.036
45,124.131,129,124.408,129,0.036
46,125.009,145,125.009,129,0.031
47,124.557,129,125.009,129,0.031
48,124.872,171,125.009,129,0.031
49,123.652,129,125.009,129,0.031
50,125.512,138,125.512,129,0.027
51,124.649,145,125.512,129,0.027
52,123.998,145,125.512,129,0.027
53,125.059,129,125.512,129,0.027
54,125.761,144,125.761,129,0.025
55,124.472,145,125.761,129,0.025
56,125.191,139,125.761,129,0.025
57,125.057,129,125.761,129,0.025
58,125.611,169,125.761,129,0.025
59,124.78,129,125.761,129,0.025
60,125.855,138,125.855,129,0.024
61,125.246,139,125.855,129,0.024
62,125.081,138,125.855,129,0.024
63,125.551,129,125.855,129,0.024
64,126.044,152,126.044,129,0.023
65,124.688,129,126.044,129,0.023
66,126.257,138,126.257,129,0.021
67,125.69,156,126.257,129,0.021
68,125.296,144,126.257,129,0.021
69,126.017,129,126.257,129,0.021
70,125.945,153,126.257,129,0.021
71,125.159,129,126.257,129,0.021
72,126.432,144,126.432,129,0.02
73,125.565,145,126.432,129,0.02
74,125.856,129,126.432,129,0.02
75,126.533,152,126.533,129,0.019
76,126.03,144,126.533,129,0.019
77,125.894,129,126.533,129,0.019
78,126.637,156,126.637,129,0.018
79,125.982,138,126.637,129,0.018
80,125.959,139,126.637,129,0.018
81,126.05,129,126.637,129,0.018
82,126.446,145,126.637,129,0.018
83,126.47,144,126.637,129,0.018
84,125.886,144,126.637,129,0.018
85,126.331,139,126.637,129,0.018
86,125.986,145,126.637,129,0.018
87,126.546,129,126.637,129,0.018
88,126.635,153,126.637,129,0.018
89,125.639,129,126.637,129,0.018
90,126.868,178,126.868,129,0.017
91,126.116,129,126.868,129,0.017
92,126.727,145,126.868,129,0.017
93,126.53,144,126.868,129,0.017
94,126.202,145,126.868,129,0.017
95,126.473,129,126.868,129,0.017
96,126.816,153,126.868,129,0.017
97,126.002,129,126.868,129,0.017
98,126.926,159,126.926,129,0.016
99,126.117,129,126.926,129,0.016
100,126.936,165,126.936,129,0.016
CPU time: 557.5590543746948
