iteration,local_LB,local_UB,LB,UB,gap
1,6.0,85,6.0,85,0.929
2,-28.0,25,6.0,25,0.76
3,-22.5,38,6.0,25,0.76
4,-11.0,25,6.0,25,0.76
5,1.417,43,6.0,25,0.76
6,6.7,25,6.7,25,0.732
7,6.517,41,6.7,25,0.732
8,11.521,25,11.521,25,0.539
9,12.38,38,12.38,25,0.505
10,12.45,25,12.45,25,0.502
11,14.972,44,14.972,25,0.401
12,14.538,25,14.972,25,0.401
13,17.372,46,17.372,25,0.305
14,15.866,25,17.372,25,0.305
15,18.964,34,18.964,25,0.241
16,18.97,32,18.97,25,0.241
17,17.523,34,18.97,25,0.241
18,18.91,25,18.97,25,0.241
19,20.384,44,20.384,25,0.185
20,20.288,42,20.384,25,0.185
21,18.919,27,20.384,25,0.185
22,20.061,25,20.384,25,0.185
23,21.489,32,21.489,25,0.14
24,19.645,34,21.489,25,0.14
25,20.48,25,21.489,25,0.14
26,21.824,32,21.824,25,0.127
27,20.02,34,21.824,25,0.127
28,21.048,25,21.824,25,0.127
29,22.222,25,22.222,25,0.111
30,22.378,25,22.378,25,0.105
31,22.421,27,22.421,25,0.103
32,20.885,25,22.421,25,0.103
33,22.602,25,22.602,25,0.096
34,22.561,38,22.602,25,0.096
35,22.177,25,22.602,25,0.096
36,22.588,32,22.602,25,0.096
37,21.855,25,22.602,25,0.096
38,22.872,27,22.872,25,0.085
39,21.748,36,22.872,25,0.085
40,22.172,25,22.872,25,0.085
41,22.666,27,22.872,25,0.085
42,22.453,25,22.872,25,0.085
43,23.174,35,23.174,25,0.073
44,22.534,27,23.174,25,0.073
45,22.261,25,23.174,25,0.073
46,23.211,46,23.211,25,0.072
47,22.461,27,23.211,25,0.072
48,22.617,25,23.211,25,0.072
49,23.441,25,23.441,25,0.062
50,23.377,27,23.441,25,0.062
51,22.6,25,23.441,25,0.062
52,23.445,36,23.445,25,0.062
53,22.696,27,23.445,25,0.062
54,22.906,25,23.445,25,0.062
55,23.586,27,23.586,25,0.057
56,23.107,25,23.586,25,0.057
57,23.6,35,23.6,25,0.056
58,23.057,27,23.6,25,0.056
59,23.063,25,23.6,25,0.056
60,23.704,25,23.704,25,0.052
61,23.773,25,23.773,25,0.049
62,23.775,32,23.775,25,0.049
63,23.007,25,23.775,25,0.049
64,23.838,25,23.838,25,0.046
65,23.871,25,23.871,25,0.045
66,23.872,27,23.872,25,0.045
67,23.179,25,23.872,25,0.045
68,23.806,46,23.872,25,0.045
69,23.343,27,23.872,25,0.045
70,23.386,25,23.872,25,0.045
71,23.934,34,23.934,25,0.043
72,23.632,25,23.934,25,0.043
73,24.02,25,24.02,25,0.039
74,23.951,27,24.02,25,0.039
75,23.571,25,24.02,25,0.039
76,24.017,42,24.02,25,0.039
77,23.576,25,24.02,25,0.039
78,24.019,27,24.02,25,0.039
79,23.525,25,24.02,25,0.039
80,24.089,25,24.089,25,0.036
81,24.105,25,24.105,25,0.036
82,24.128,25,24.128,25,0.035
83,24.114,32,24.128,25,0.035
84,23.564,25,24.128,25,0.035
85,24.139,34,24.139,25,0.034
86,23.785,25,24.139,25,0.034
87,24.162,25,24.162,25,0.034
88,24.177,25,24.177,25,0.033
89,24.178,25,24.178,25,0.033
90,24.199,25,24.199,25,0.032
91,24.211,25,24.211,25,0.032
92,24.211,25,24.211,25,0.032
93,24.233,25,24.233,25,0.031
94,24.238,32,24.238,25,0.03
95,23.676,25,24.238,25,0.03
96,24.242,25,24.242,25,0.03
97,24.264,25,24.264,25,0.029
98,24.272,27,24.272,25,0.029
99,23.782,25,24.272,25,0.029
100,24.274,25,24.274,25,0.029
CPU time: 620.6020200252533
