iteration,local_LB,local_UB,LB,UB,gap
1,6.0,85,6.0,85,0.929
2,-60.0,13,6.0,13,0.538
3,-33.5,14,6.0,13,0.538
4,-27.0,27,6.0,13,0.538
5,-16.583,9,6.0,9,0.333
6,-8.733,16,6.0,9,0.333
7,-7.233,9,6.0,9,0.333
8,0.886,12,6.0,9,0.333
9,1.381,9,6.0,9,0.333
10,2.912,16,6.0,9,0.333
11,3.671,10,6.0,9,0.333
12,3.967,30,6.0,9,0.333
13,3.112,13,6.0,9,0.333
14,5.055,12,6.0,9,0.333
15,5.77,12,6.0,9,0.333
16,6.515,12,6.515,9,0.276
17,5.948,9,6.515,9,0.276
18,7.209,12,7.209,9,0.199
19,6.611,12,7.209,9,0.199
20,7.213,10,7.213,9,0.199
21,7.805,12,7.805,9,0.133
22,7.935,10,7.935,9,0.118
23,8.109,9,8.109,9,0.099
24,7.761,10,8.109,9,0.099
25,7.859,9,8.109,9,0.099
26,8.136,9,8.136,9,0.096
27,8.263,10,8.263,9,0.082
28,8.163,9,8.263,9,0.082
29,8.268,10,8.268,9,0.081
30,8.364,13,8.364,9,0.071
31,8.44,14,8.44,9,0.062
32,7.879,12,8.44,9,0.062
33,8.119,14,8.44,9,0.062
34,8.128,10,8.44,9,0.062
35,8.339,9,8.44,9,0.062
36,8.375,12,8.44,9,0.062
37,7.624,9,8.44,9,0.062
38,8.353,9,8.44,9,0.062
39,8.484,9,8.484,9,0.057
40,8.539,9,8.539,9,0.051
41,8.47,9,8.539,9,0.051
42,8.575,9,8.575,9,0.047
43,8.461,12,8.575,9,0.047
44,8.104,9,8.575,9,0.047
45,8.489,9,8.575,9,0.047
46,8.335,12,8.575,9,0.047
47,8.219,9,8.575,9,0.047
48,8.676,10,8.676,9,0.036
49,8.484,9,8.676,9,0.036
50,8.666,12,8.676,9,0.036
51,8.179,9,8.676,9,0.036
52,8.615,9,8.676,9,0.036
53,8.57,9,8.676,9,0.036
54,8.758,9,8.758,9,0.027
55,8.718,9,8.758,9,0.027
56,8.691,12,8.758,9,0.027
57,8.231,9,8.758,9,0.027
58,8.694,10,8.758,9,0.027
59,8.715,14,8.758,9,0.027
60,8.411,13,8.758,9,0.027
61,8.717,14,8.758,9,0.027
62,8.662,10,8.758,9,0.027
63,8.716,9,8.758,9,0.027
64,8.762,9,8.762,9,0.026
65,8.745,9,8.762,9,0.026
66,8.805,9,8.805,9,0.022
67,8.737,9,8.805,9,0.022
68,8.807,10,8.807,9,0.021
69,8.717,9,8.807,9,0.021
70,8.841,9,8.841,9,0.018
71,8.848,9,8.848,9,0.017
72,8.853,9,8.853,9,0.016
73,8.731,9,8.853,9,0.016
74,8.882,10,8.882,9,0.013
75,8.855,9,8.882,9,0.013
76,8.899,10,8.899,9,0.011
77,8.761,9,8.899,9,0.011
78,8.892,14,8.899,9,0.011
79,8.606,9,8.899,9,0.011
80,8.856,9,8.899,9,0.011
81,8.768,9,8.899,9,0.011
82,8.917,9,8.917,9,0.009
83,8.856,9,8.917,9,0.009
84,8.895,9,8.917,9,0.009
85,8.831,9,8.917,9,0.009
86,8.909,9,8.917,9,0.009
87,8.916,9,8.917,9,0.009
88,8.898,9,8.917,9,0.009
89,8.817,9,8.917,9,0.009
90,8.935,10,8.935,9,0.007
91,8.916,9,8.935,9,0.007
92,8.956,9,8.956,9,0.005
CPU time: 585.3327481746674
