iteration,local_LB,local_UB,LB,UB,gap
1,11.0,92,11.0,92,0.88
2,-11.0,37,11.0,37,0.703
3,-3.0,50,11.0,37,0.703
4,2.667,37,11.0,37,0.703
5,20.25,55,20.25,37,0.453
6,19.733,37,20.25,37,0.453
7,24.417,44,24.417,37,0.34
8,27.083,49,27.083,37,0.268
9,27.939,44,27.939,37,0.245
10,27.569,37,27.939,37,0.245
11,31.482,37,31.482,37,0.149
12,32.58,37,32.58,37,0.119
13,32.618,44,32.618,37,0.118
14,30.41,37,32.618,37,0.118
15,33.553,54,33.553,37,0.093
16,32.251,37,33.553,37,0.093
17,34.229,44,34.229,37,0.075
18,32.365,37,34.229,37,0.075
19,34.716,37,34.716,37,0.062
20,35.053,37,35.053,37,0.053
21,35.28,37,35.28,37,0.046
22,35.538,37,35.538,37,0.04
23,35.704,37,35.704,37,0.035
24,35.771,42,35.771,37,0.033
25,34.41,37,35.771,37,0.033
26,36.01,37,36.01,37,0.027
27,36.132,37,36.132,37,0.023
28,36.182,44,36.182,37,0.022
29,34.465,37,36.182,37,0.022
30,36.269,37,36.269,37,0.02
31,36.367,49,36.367,37,0.017
32,35.576,37,36.367,37,0.017
33,36.432,37,36.432,37,0.015
34,36.543,44,36.543,37,0.012
35,35.045,37,36.543,37,0.012
36,36.607,37,36.607,37,0.011
37,36.652,37,36.652,37,0.009
38,36.752,37,36.752,37,0.007
39,36.793,37,36.793,37,0.006
40,36.796,37,36.796,37,0.006
41,36.856,37,36.856,37,0.004
CPU time: 238.09345960617065
